aren't,NOT
can't,NOT
couldn't,NOT
didn't,NOT
daren't,NOT
doesn't,NOT
don't,NOT
hadn't,NOT
hasn't,NOT
haven't,NOT
isn't,NOT
mayn't,NOT
mightn't,NOT
mustn't,NOT
needn't,NOT
oughtn't,NOT
shan't,NOT
shouldn't,NOT
wasn't,NOT
weren't,NOT
won't,NOT
wouldn't,NOT
